id,user_id,exercise_id,sets,reps,weight,date
215,1,25,1,20,100.0,2016-12-18
216,1,25,1,15,150.0,2016-12-18
217,1,25,1,12,180.0,2016-12-18
218,1,25,1,10,200.0,2016-12-18
219,1,20,4,6,6.0,2016-12-18
220,1,53,13,80,0.0,2016-12-18
221,1,55,4,1,0.0,2016-12-18
222,1,6,1,12,40.0,2016-12-20
223,1,6,1,12,60.0,2016-12-20
224,1,6,1,10,70.0,2016-12-20
225,1,6,1,8,80.0,2016-12-20
226,1,10,1,12,30.0,2016-12-20
227,1,10,1,12,50.0,2016-12-20
228,1,10,1,10,60.0,2016-12-20
229,1,10,1,8,70.0,2016-12-20
230,1,18,1,12,12.5,2016-12-20
231,1,18,1,12,25.0,2016-12-20
232,1,18,1,10,27.5,2016-12-20
233,1,18,1,8,30.0,2016-12-20
234,1,9,1,12,15.0,2016-12-20
235,1,9,1,12,30.0,2016-12-20
236,1,9,1,10,32.5,2016-12-20
237,1,9,1,8,35.0,2016-12-20
238,1,24,1,12,45.0,2016-12-20
239,1,24,1,12,55.0,2016-12-20
240,1,24,1,10,65.0,2016-12-20
241,1,24,1,8,75.0,2016-12-20
242,1,21,3,20,12.0,2016-12-20
243,1,53,3,60,0.0,2016-12-20
244,1,1,1,12,10.0,2016-12-20
245,1,1,1,12,17.5,2016-12-20
246,1,1,1,10,20.0,2016-12-20
247,1,1,1,8,22.5,2016-12-20
248,1,27,1,12,7.5,2016-12-20
249,1,27,1,12,10.0,2016-12-20
250,1,27,1,10,12.5,2016-12-20
251,1,27,1,8,15.0,2016-12-20
252,1,22,3,12,10.0,2016-12-20
253,1,28,3,12,2.5,2016-12-20
254,1,20,3,7,6.0,2016-12-20
255,1,19,1,12,12.5,2016-12-20
256,1,19,1,10,15.0,2016-12-20
257,1,19,1,8,20.0,2016-12-20
258,1,7,1,12,60.5,2016-12-20
259,1,7,1,10,66.0,2016-12-20
260,1,7,1,8,71.5,2016-12-20
261,1,14,3,12,30.0,2016-12-20
262,1,29,1,10,0.0,2016-12-20
263,1,6,1,12,40.0,2016-12-22
264,1,6,1,12,60.0,2016-12-22
265,1,6,1,10,70.0,2016-12-22
266,1,6,1,8,80.0,2016-12-22
267,1,10,1,12,35.0,2016-12-22
268,1,10,1,12,55.0,2016-12-22
269,1,10,1,10,65.0,2016-12-22
270,1,10,1,8,75.0,2016-12-22
271,1,24,1,12,45.0,2016-12-22
272,1,24,1,12,60.0,2016-12-22
273,1,24,1,10,70.0,2016-12-22
274,1,24,1,8,80.0,2016-12-22
275,1,27,1,12,10.0,2016-12-22
276,1,27,1,12,15.0,2016-12-22
277,1,27,1,10,20.0,2016-12-22
278,1,27,1,8,25.0,2016-12-22
279,1,1,1,12,12.5,2016-12-22
280,1,1,1,12,20.0,2016-12-22
281,1,1,1,10,22.5,2016-12-22
282,1,1,1,8,27.5,2016-12-22
283,1,30,3,10,12.5,2016-12-22
284,1,28,3,8,5.0,2016-12-22
285,1,53,5,100,0.0,2016-12-22
286,1,20,4,5,12.0,2016-12-22
287,1,14,3,10,32.5,2016-12-22
288,1,19,1,10,15.0,2016-12-22
289,1,19,1,8,20.0,2016-12-22
290,1,19,1,6,22.5,2016-12-22
291,1,7,1,12,66.0,2016-12-22
292,1,7,1,10,71.5,2016-12-22
293,1,7,1,7,77.0,2016-12-22
294,1,18,1,15,10.0,2016-12-24
295,1,18,3,15,20.0,2016-12-24
296,1,26,1,10,0.0,2016-12-24
297,1,26,3,8,10.0,2016-12-24
298,1,32,1,10,10.0,2016-12-24
299,1,32,3,10,20.0,2016-12-24
300,1,9,1,20,10.0,2016-12-24
301,1,9,3,20,20.0,2016-12-24
302,1,13,3,20,20.0,2016-12-24
303,1,16,3,20,0.0,2016-12-24
304,1,33,3,12,10.0,2016-12-24
305,1,5,3,12,3.0,2016-12-24
306,1,34,4,10,3.0,2016-12-24
307,1,19,1,10,10.0,2016-12-24
308,1,19,3,8,20.0,2016-12-24
309,1,18,1,15,10.0,2016-12-26
310,1,18,3,15,20.0,2016-12-26
311,1,9,1,20,10.0,2016-12-26
312,1,9,3,20,20.0,2016-12-26
313,1,21,1,12,5.0,2016-12-26
314,1,21,1,12,15.0,2016-12-26
315,1,21,1,10,25.0,2016-12-26
316,1,21,1,8,35.0,2016-12-26
317,1,32,1,15,10.0,2016-12-26
318,1,32,3,12,20.0,2016-12-26
319,1,33,1,12,10.0,2016-12-26
320,1,33,1,10,20.0,2016-12-26
321,1,33,1,12,10.0,2016-12-26
322,1,26,1,12,0.0,2016-12-26
323,1,26,1,12,5.0,2016-12-26
324,1,26,1,12,10.0,2016-12-26
325,1,5,3,12,3.0,2016-12-26
326,1,16,1,12,5.0,2016-12-26
327,1,16,1,10,10.0,2016-12-26
328,1,16,1,8,20.0,2016-12-26
329,1,19,2,10,20.0,2016-12-26
330,1,19,1,6,20.0,2016-12-26
331,1,34,3,10,8.0,2016-12-26
332,1,53,7,100,0.0,2016-12-28
333,1,20,3,8,10.0,2016-12-28
334,1,55,3,1,0.0,2016-12-28
335,1,35,1,10,45.0,2017-01-06
336,1,35,3,10,65.0,2017-01-06
337,1,24,1,12,45.0,2017-01-06
338,1,24,1,12,65.0,2017-01-06
339,1,24,1,10,75.0,2017-01-06
340,1,24,1,10,95.0,2017-01-06
341,1,24,1,6,115.0,2017-01-06
342,1,36,1,10,25.0,2017-01-06
343,1,6,1,12,40.0,2017-01-08
344,1,6,1,12,60.0,2017-01-08
345,1,6,1,10,70.0,2017-01-08
346,1,6,1,8,80.0,2017-01-08
347,1,10,1,12,40.0,2017-01-08
348,1,10,1,12,60.0,2017-01-08
349,1,10,1,10,70.0,2017-01-08
350,1,10,1,8,80.0,2017-01-08
351,1,24,1,12,55.0,2017-01-08
352,1,24,1,10,75.0,2017-01-08
353,1,24,1,8,95.0,2017-01-08
354,1,24,1,6,105.0,2017-01-08
355,1,9,1,12,15.0,2017-01-08
356,1,9,1,12,30.0,2017-01-08
357,1,9,1,10,32.5,2017-01-08
358,1,9,1,8,35.0,2017-01-08
359,1,27,1,12,10.0,2017-01-08
360,1,27,1,12,15.0,2017-01-08
361,1,27,1,10,20.0,2017-01-08
362,1,27,1,8,25.0,2017-01-08
363,1,6,1,10,40.0,2017-01-10
364,1,6,1,10,70.0,2017-01-10
365,1,6,1,8,80.0,2017-01-10
366,1,6,1,6,90.0,2017-01-10
367,1,10,1,10,40.0,2017-01-10
368,1,10,1,10,60.0,2017-01-10
369,1,10,1,10,70.0,2017-01-10
370,1,10,1,8,80.0,2017-01-10
371,1,24,1,12,55.0,2017-01-10
372,1,24,1,10,75.0,2017-01-10
373,1,24,1,8,95.0,2017-01-10
374,1,24,1,6,105.0,2017-01-10
375,1,27,1,10,15.0,2017-01-10
376,1,27,1,10,20.0,2017-01-10
377,1,27,1,8,25.0,2017-01-10
378,1,27,1,6,30.0,2017-01-10
379,1,9,1,10,15.0,2017-01-10
380,1,9,1,10,35.0,2017-01-10
381,1,9,2,6,40.0,2017-01-10
382,1,37,1,10,50.0,2017-01-10
383,1,37,1,8,60.0,2017-01-10
384,1,37,1,6,70.0,2017-01-10
385,1,30,1,10,10.0,2017-01-10
386,1,30,1,8,12.5,2017-01-10
387,1,30,1,6,15.0,2017-01-10
388,1,28,1,10,2.5,2017-01-10
389,1,28,1,8,5.0,2017-01-10
390,1,28,1,6,7.5,2017-01-10
391,1,38,1,10,50.0,2017-01-10
392,1,38,1,8,60.0,2017-01-10
393,1,38,1,6,70.0,2017-01-10
394,1,19,1,15,15.0,2017-01-10
395,1,19,1,10,20.0,2017-01-10
396,1,19,1,8,22.5,2017-01-10
397,1,7,1,10,82.5,2017-01-10
398,1,7,1,8,88.0,2017-01-10
399,1,7,1,5,93.5,2017-01-10
400,1,14,1,8,40.0,2017-01-10
401,1,14,2,10,40.0,2017-01-10
402,1,6,1,10,40.0,2017-01-12
403,1,6,1,10,70.0,2017-01-12
404,1,6,1,8,80.0,2017-01-12
405,1,6,1,6,90.0,2017-01-12
406,1,10,1,12,40.0,2017-01-12
407,1,10,1,12,60.0,2017-01-12
408,1,10,1,10,70.0,2017-01-12
409,1,10,1,8,80.0,2017-01-12
410,1,24,1,12,55.0,2017-01-12
411,1,24,1,5,85.0,2017-01-12
412,1,24,1,5,105.0,2017-01-12
413,1,24,1,5,115.0,2017-01-12
414,1,24,1,3,125.0,2017-01-12
415,1,9,1,10,20.0,2017-01-12
416,1,9,1,10,35.0,2017-01-12
417,1,9,1,8,40.0,2017-01-12
418,1,9,1,6,45.0,2017-01-12
419,1,27,1,10,15.0,2017-01-12
420,1,27,1,10,25.0,2017-01-12
421,1,27,1,8,30.0,2017-01-12
422,1,27,1,6,35.0,2017-01-12
423,1,20,5,5,12.0,2017-01-12
424,1,22,2,10,10.0,2017-01-12
425,1,22,2,5,25.0,2017-01-12
426,1,28,1,10,2.5,2017-01-12
427,1,28,1,10,5.0,2017-01-12
428,1,28,1,8,7.5,2017-01-12
429,1,28,1,6,10.0,2017-01-12
430,1,21,3,10,30.0,2017-01-12
431,1,25,1,10,150.0,2017-01-12
432,1,25,1,8,200.0,2017-01-12
433,1,25,1,6,250.0,2017-01-12
434,1,37,1,10,75.0,2017-01-12
435,1,37,1,9,90.0,2017-01-12
436,1,37,1,7,100.0,2017-01-12
437,1,38,1,10,75.0,2017-01-12
438,1,38,1,9,90.0,2017-01-12
439,1,38,1,7,100.0,2017-01-12
440,1,13,2,8,50.0,2017-01-12
441,1,13,1,8,55.0,2017-01-12
442,1,40,1,9,20.0,2017-01-12
443,1,40,1,7,22.5,2017-01-12
444,1,40,1,2,25.0,2017-01-12
445,1,7,1,9,82.5,2017-01-12
446,1,7,1,7,93.5,2017-01-12
447,1,7,1,5,99.0,2017-01-12
448,1,6,1,12,40.0,2017-01-14
449,1,6,1,12,70.0,2017-01-14
450,1,6,1,10,80.0,2017-01-14
451,1,6,1,8,90.0,2017-01-14
452,1,10,1,12,40.0,2017-01-14
453,1,10,1,12,70.0,2017-01-14
454,1,10,1,10,80.0,2017-01-14
455,1,10,1,8,90.0,2017-01-14
456,1,24,1,6,55.0,2017-01-14
457,1,24,1,5,85.0,2017-01-14
458,1,24,1,5,105.0,2017-01-14
459,1,24,1,5,115.0,2017-01-14
460,1,24,1,5,125.0,2017-01-14
461,1,24,1,2,135.0,2017-01-14
462,1,9,1,12,20.0,2017-01-14
463,1,9,1,12,35.0,2017-01-14
464,1,9,1,10,40.0,2017-01-14
465,1,9,1,8,45.0,2017-01-14
466,1,9,1,6,50.0,2017-01-14
467,1,27,1,12,15.0,2017-01-14
468,1,27,1,12,25.0,2017-01-14
469,1,27,1,10,30.0,2017-01-14
470,1,27,1,8,35.0,2017-01-14
471,1,27,1,6,40.0,2017-01-14
472,1,21,3,10,30.0,2017-01-14
473,1,20,3,6,12.0,2017-01-14
474,1,14,4,8,50.0,2017-01-14
475,1,53,4,50,0.0,2017-01-14
476,1,38,1,12,50.0,2017-01-14
477,1,38,1,10,70.0,2017-01-14
478,1,38,1,8,90.0,2017-01-14
479,1,38,1,7,100.0,2017-01-14
480,1,37,1,12,50.0,2017-01-14
481,1,37,1,10,70.0,2017-01-14
482,1,37,1,8,90.0,2017-01-14
483,1,37,1,7,100.0,2017-01-14
484,1,30,1,12,10.0,2017-01-14
485,1,30,1,10,12.5,2017-01-14
486,1,30,1,8,15.0,2017-01-14
487,1,30,1,6,20.0,2017-01-14
488,1,28,1,12,2.5,2017-01-14
489,1,28,1,10,5.0,2017-01-14
490,1,28,1,8,7.5,2017-01-14
491,1,28,1,6,10.0,2017-01-14
492,1,29,3,10,0.0,2017-01-14
493,1,19,1,8,20.0,2017-01-14
494,1,19,1,6,22.5,2017-01-14
495,1,19,1,4,25.0,2017-01-14
496,1,7,1,8,88.0,2017-01-14
497,1,7,1,6,93.5,2017-01-14
498,1,7,1,4,110.0,2017-01-14
499,1,24,1,3,95.0,2017-01-16
500,1,24,1,2,115.0,2017-01-16
501,1,24,1,1,135.0,2017-01-16
502,1,6,1,12,40.0,2017-01-16
503,1,6,1,12,70.0,2017-01-16
504,1,6,1,10,80.0,2017-01-16
505,1,6,1,8,90.0,2017-01-16
506,1,10,1,12,40.0,2017-01-16
507,1,10,1,12,70.0,2017-01-16
508,1,10,1,10,80.0,2017-01-16
509,1,10,1,8,90.0,2017-01-16
510,1,9,1,12,20.0,2017-01-16
511,1,9,1,12,35.0,2017-01-16
512,1,9,1,10,40.0,2017-01-16
513,1,9,1,8,45.0,2017-01-16
514,1,9,1,6,50.0,2017-01-16
515,1,27,1,12,15.0,2017-01-16
516,1,27,1,12,25.0,2017-01-16
517,1,27,1,10,30.0,2017-01-16
518,1,27,1,8,35.0,2017-01-16
519,1,27,1,6,40.0,2017-01-16
520,1,21,3,10,30.0,2017-01-16
521,1,1,1,12,17.5,2017-01-16
522,1,1,1,12,22.5,2017-01-16
523,1,1,1,10,27.5,2017-01-16
524,1,1,1,8,35.0,2017-01-16
525,1,25,1,12,100.0,2017-01-16
526,1,25,1,12,150.0,2017-01-16
527,1,25,1,10,200.0,2017-01-16
528,1,25,1,8,250.0,2017-01-16
529,1,30,1,12,10.0,2017-01-16
530,1,30,1,10,12.5,2017-01-16
531,1,30,1,8,15.0,2017-01-16
532,1,30,1,6,20.0,2017-01-16
533,1,28,1,12,2.5,2017-01-16
534,1,28,1,10,5.0,2017-01-16
535,1,28,1,8,7.5,2017-01-16
536,1,28,1,6,10.0,2017-01-16
537,1,14,4,8,50.0,2017-01-16
538,1,55,4,1,0.0,2017-01-16
539,1,37,1,12,50.0,2017-01-16
540,1,37,1,10,70.0,2017-01-16
541,1,37,1,8,90.0,2017-01-16
542,1,37,1,6,100.0,2017-01-16
543,1,38,1,12,50.0,2017-01-16
544,1,38,1,10,70.0,2017-01-16
545,1,38,1,10,90.0,2017-01-16
546,1,38,1,6,100.0,2017-01-16
547,1,19,1,8,20.0,2017-01-16
548,1,19,1,6,22.5,2017-01-16
549,1,19,1,4,25.0,2017-01-16
550,1,7,1,8,88.0,2017-01-16
551,1,7,1,6,93.5,2017-01-16
552,1,7,1,4,110.0,2017-01-16
553,1,6,1,12,30.0,2017-01-19
554,1,6,3,20,60.0,2017-01-19
555,1,10,1,12,30.0,2017-01-19
556,1,10,3,20,50.0,2017-01-19
557,1,27,1,12,10.0,2017-01-19
558,1,27,3,20,15.0,2017-01-19
559,1,9,1,12,15.0,2017-01-19
560,1,9,3,20,20.0,2017-01-19
561,1,7,1,20,55.0,2017-01-19
562,1,7,1,15,44.0,2017-01-19
563,1,7,1,15,33.0,2017-01-19
564,1,19,1,20,15.0,2017-01-19
565,1,19,1,15,12.5,2017-01-19
566,1,19,1,15,10.0,2017-01-19
567,1,6,1,12,30.0,2017-01-22
568,1,6,3,20,60.0,2017-01-22
569,1,10,1,12,30.0,2017-01-22
570,1,10,3,20,50.0,2017-01-22
571,1,18,3,20,20.0,2017-01-22
572,1,9,3,20,20.0,2017-01-22
573,1,4,3,20,7.5,2017-01-22
574,1,28,3,20,2.5,2017-01-22
575,1,53,3,50,0.0,2017-01-22
576,1,20,3,6,12.0,2017-01-22
577,1,7,1,20,55.0,2017-01-22
578,1,7,1,15,44.0,2017-01-22
579,1,7,1,15,33.0,2017-01-22
580,1,19,1,20,15.0,2017-01-22
581,1,19,1,15,12.5,2017-01-22
582,1,19,1,15,10.0,2017-01-22
583,1,6,1,12,30.0,2017-01-24
584,1,6,3,20,60.0,2017-01-24
585,1,18,1,20,15.0,2017-01-24
586,1,18,3,20,20.0,2017-01-24
587,1,53,3,50,0.0,2017-01-24
588,1,55,3,1,0.0,2017-01-24
589,1,30,3,20,7.5,2017-01-24
590,1,28,3,20,2.5,2017-01-24
591,1,14,3,20,30.0,2017-01-24
592,1,7,1,20,55.0,2017-01-24
593,1,7,1,15,44.0,2017-01-24
594,1,7,1,20,33.0,2017-01-24
595,1,19,1,20,15.0,2017-01-24
596,1,19,1,15,12.5,2017-01-24
597,1,19,1,20,10.0,2017-01-24
598,1,6,1,20,30.0,2017-01-26
599,1,6,3,20,60.0,2017-01-26
600,1,18,3,20,20.0,2017-01-26
601,1,53,3,50,0.0,2017-01-26
602,1,22,3,20,10.0,2017-01-26
603,1,28,3,20,2.5,2017-01-26
604,1,20,3,7,6.0,2017-01-26
605,1,14,3,20,30.0,2017-01-26
606,1,19,1,20,15.0,2017-01-26
607,1,19,1,20,12.5,2017-01-26
608,1,19,1,20,10.0,2017-01-26
609,1,7,1,20,55.0,2017-01-26
610,1,7,1,20,44.0,2017-01-26
611,1,7,1,20,33.0,2017-01-26
612,1,6,1,7,40.0,2017-01-30
613,1,6,1,7,60.0,2017-01-30
614,1,6,1,5,80.0,2017-01-30
615,1,6,1,3,100.0,2017-01-30
616,1,18,1,7,20.0,2017-01-30
617,1,18,1,7,40.0,2017-01-30
618,1,18,1,5,45.0,2017-01-30
619,1,18,1,3,50.0,2017-01-30
620,1,9,1,7,20.0,2017-01-30
621,1,9,1,7,50.0,2017-01-30
622,1,9,1,5,55.0,2017-01-30
623,1,9,1,3,60.0,2017-01-30
624,1,27,1,7,20.0,2017-01-30
625,1,27,1,7,35.0,2017-01-30
626,1,27,1,5,40.0,2017-01-30
627,1,27,1,5,40.0,2017-01-30
628,1,22,2,10,10.0,2017-01-30
629,1,22,2,5,25.0,2017-01-30
630,1,28,2,10,5.0,2017-01-30
631,1,28,2,5,10.0,2017-01-30
632,1,20,3,8,6.0,2017-01-30
633,1,55,3,1,0.0,2017-01-30
634,1,7,1,7,99.0,2017-01-30
635,1,7,1,5,110.0,2017-01-30
636,1,7,1,3,110.0,2017-01-30
637,1,19,1,7,20.0,2017-01-30
638,1,19,1,5,25.0,2017-01-30
639,1,19,1,3,27.5,2017-01-30
640,1,6,1,7,40.0,2017-02-01
641,1,6,1,7,80.0,2017-02-01
642,1,6,1,5,90.0,2017-02-01
643,1,6,1,3,100.0,2017-02-01
644,1,18,1,7,20.0,2017-02-01
645,1,18,1,7,40.0,2017-02-01
646,1,18,1,5,45.0,2017-02-01
647,1,18,1,3,50.0,2017-02-01
648,1,9,1,7,25.0,2017-02-01
649,1,9,1,7,50.0,2017-02-01
650,1,9,1,5,55.0,2017-02-01
651,1,9,1,3,60.0,2017-02-01
652,1,27,1,7,15.0,2017-02-01
653,1,27,1,7,30.0,2017-02-01
654,1,27,1,5,35.0,2017-02-01
655,1,27,1,3,40.0,2017-02-01
656,1,20,4,5,12.0,2017-02-01
657,1,53,4,70,0.0,2017-02-01
658,1,22,2,10,10.0,2017-02-01
659,1,22,2,5,25.0,2017-02-01
660,1,28,2,10,5.0,2017-02-01
661,1,28,2,5,10.0,2017-02-01
662,1,7,1,7,77.0,2017-02-01
663,1,7,1,5,88.0,2017-02-01
664,1,7,1,3,99.0,2017-02-01
